id,target
9137,black
9138,white
9139,white
9140,white
9141,white
9142,white
9143,black
9144,white
9145,white
9146,white
9147,white
9148,white
9149,white
9150,white
9151,white
9152,white
9153,white
9154,white
9155,white
9156,white
9157,white
9158,white
9159,white
9160,white
9161,white
9162,white
9163,white
9164,white
9165,white
9166,white
9167,white
9168,white
9169,white
9170,white
9171,white
9172,white
9173,white
9174,white
9175,white
9176,white
9177,white
9178,white
9179,white
9180,white
9181,black
9182,black
9183,black
9184,black
9185,white
9186,white
9187,white
9188,black
9189,black
9190,black
9191,white
9192,white
9193,white
9194,white
9195,white
9196,black
9197,white
9198,white
9199,white
9200,white
9201,white
9202,white
9203,white
9204,white
9205,white
9206,white
9207,white
9208,white
9209,white
9210,white
9211,white
9212,white
9213,white
9214,white
9215,white
9216,white
9217,white
9218,white
9219,white
9220,white
9221,white
9222,white
9223,white
9224,white
9225,white
9226,white
9227,white
9228,white
9229,white
9230,white
9231,white
9232,white
9233,white
9234,white
9235,white
9236,white
9237,white
9238,white
9239,white
9240,white
9241,white
9242,black
9243,black
9244,white
9245,white
9246,white
9247,white
9248,white
9249,black
9250,white
9251,white
9252,white
9253,white
9254,white
9255,white
9256,white
9257,white
9258,white
9259,white
9260,white
9261,white
9262,white
9263,white
9264,white
9265,white
9266,white
9267,white
9268,white
9269,white
9270,white
9271,white
9272,white
9273,white
9274,white
9275,white
9276,white
9277,white
9278,white
9279,white
9280,white
9281,white
9282,white
9283,white
9284,white
9285,white
9286,white
9287,white
9288,white
9289,white
9290,white
9291,white
9292,white
9293,white
9294,white
9295,white
9296,white
9297,white
9298,white
9299,white
9300,white
9301,white
9302,white
9303,white
9304,white
9305,white
9306,white
9307,white
9308,white
9309,white
9310,white
9311,white
9312,white
9313,white
9314,white
9315,white
9316,white
9317,white
9318,white
9319,white
9320,white
9321,white
9322,white
9323,white
9324,white
9325,white
9326,white
9327,white
9328,white
9329,white
9330,white
9331,white
9332,white
9333,white
9334,white
9335,white
9336,white
9337,white
9338,white
9339,white
9340,white
9341,white
9342,white
9343,white
9344,white
9345,white
9346,white
9347,white
9348,white
9349,white
9350,white
9351,white
9352,white
9353,white
9354,white
9355,white
9356,white
9357,white
9358,white
9359,white
9360,white
9361,white
9362,white
9363,white
9364,white
9365,white
9366,white
9367,white
9368,white
9369,white
9370,white
9371,white
9372,white
9373,white
9374,white
9375,white
9376,white
9377,white
9378,white
9379,white
9380,white
9381,white
9382,white
9383,white
9384,white
9385,white
9386,white
9387,white
9388,white
9389,white
9390,white
9391,white
9392,white
9393,white
9394,white
9395,white
9396,white
9397,white
9398,white
9399,white
9400,white
9401,white
9402,white
9403,white
9404,white
9405,white
9406,white
9407,white
9408,white
9409,white
9410,white
9411,white
9412,white
9413,white
9414,white
9415,white
9416,white
9417,white
9418,white
9419,white
9420,white
9421,white
9422,black
9423,black
9424,white
9425,white
9426,white
9427,white
9428,white
9429,black
9430,white
9431,white
9432,white
9433,white
9434,white
9435,white
9436,white
9437,white
9438,white
9439,white
9440,white
9441,white
9442,white
9443,white
9444,white
9445,white
9446,white
9447,white
9448,white
9449,white
9450,white
9451,white
9452,white
9453,white
9454,white
9455,white
9456,white
9457,white
9458,white
9459,white
9460,white
9461,white
9462,white
9463,white
9464,white
9465,white
9466,white
9467,white
9468,white
9469,white
9470,white
9471,white
9472,white
9473,white
9474,white
9475,white
9476,white
9477,white
9478,white
9479,white
9480,white
9481,black
9482,black
9483,black
9484,black
9485,white
9486,white
9487,white
9488,black
9489,black
9490,black
9491,white
9492,white
9493,white
9494,white
9495,white
9496,black
9497,white
9498,white
9499,white
9500,white
9501,white
9502,white
9503,white
9504,white
9505,white
9506,white
9507,white
9508,white
9509,white
9510,white
9511,white
9512,white
9513,white
9514,white
9515,white
9516,white
9517,white
9518,white
9519,white
9520,white
9521,white
9522,white
9523,white
9524,white
9525,white
9526,white
9527,white
9528,white
9529,white
9530,white
9531,white
9532,white
9533,white
9534,white
9535,white
9536,white
9537,white
9538,white
9539,white
9540,white
9541,white
9542,white
9543,white
9544,white
9545,white
9546,white
9547,white
9548,white
9549,white
9550,white
9551,white
9552,black
9553,white
9554,white
9555,white
9556,white
9557,white
9558,white
9559,draw
9560,black
9561,white
9562,white
9563,white
9564,white
9565,white
9566,black
9567,draw
9568,black
9569,white
9570,white
9571,white
9572,black
9573,draw
9574,black
9575,draw
9576,black
9577,white
9578,black
9579,draw
9580,black
9581,draw
9582,black
9583,draw
9584,black
9585,draw
9586,black
9587,black
9588,black
9589,draw
9590,black
9591,draw
9592,black
9593,black
9594,black
9595,black
9596,black
9597,black
9598,black
9599,black
9600,draw
9601,white
9602,white
9603,white
9604,white
9605,black
9606,white
9607,white
9608,white
9609,white
9610,white
9611,white
9612,draw
9613,black
9614,white
9615,white
9616,white
9617,white
9618,white
9619,black
9620,draw
9621,black
9622,white
9623,white
9624,white
9625,black
9626,draw
9627,black
9628,draw
9629,black
9630,white
9631,black
9632,draw
9633,black
9634,draw
9635,black
9636,draw
9637,black
9638,draw
9639,black
9640,draw
9641,black
9642,draw
9643,black
9644,draw
9645,black
9646,black
9647,black
9648,draw
9649,black
9650,draw
9651,black
9652,black
9653,black
9654,black
9655,black
9656,black
9657,black
9658,black
9659,black
9660,black
9661,draw
9662,white
9663,white
9664,white
9665,draw
9666,black
9667,white
9668,white
9669,white
9670,white
9671,white
9672,black
9673,draw
9674,black
9675,white
9676,white
9677,white
9678,black
9679,draw
9680,black
9681,draw
9682,black
9683,white
9684,black
9685,draw
9686,black
9687,draw
9688,black
9689,draw
9690,black
9691,draw
9692,black
9693,draw
9694,black
9695,draw
9696,black
9697,draw
9698,black
9699,black
9700,black
9701,draw
9702,black
9703,draw
9704,black
9705,black
9706,black
9707,black
9708,black
9709,draw
9710,black
9711,black
9712,black
9713,black
9714,black
9715,black
9716,black
9717,black
9718,black
9719,black
9720,white
9721,white
9722,white
9723,draw
9724,black
9725,white
9726,white
9727,white
9728,white
9729,white
9730,black
9731,draw
9732,black
9733,white
9734,white
9735,white
9736,black
9737,draw
9738,black
9739,draw
9740,black
9741,white
9742,black
9743,draw
9744,black
9745,draw
9746,black
9747,draw
9748,black
9749,draw
9750,black
9751,draw
9752,black
9753,black
9754,black
9755,draw
9756,black
9757,draw
9758,black
9759,draw
9760,black
9761,black
9762,black
9763,draw
9764,black
9765,draw
9766,black
9767,black
9768,black
9769,black
9770,black
9771,draw
9772,black
9773,black
9774,black
9775,black
9776,black
9777,black
9778,black
9779,black
9780,white
9781,white
9782,white
9783,white
9784,draw
9785,white
9786,white
9787,white
9788,white
9789,white
9790,white
9791,black
9792,white
9793,white
9794,white
9795,white
9796,white
9797,black
9798,draw
9799,black
9800,white
9801,white
9802,white
9803,black
9804,draw
9805,black
9806,draw
9807,black
9808,white
9809,black
9810,draw
9811,black
9812,draw
9813,black
9814,draw
9815,black
9816,draw
9817,black
9818,draw
9819,black
9820,black
9821,black
9822,draw
9823,black
9824,draw
9825,black
9826,draw
9827,black
9828,black
9829,black
9830,draw
9831,black
9832,draw
9833,black
9834,black
9835,black
9836,black
9837,black
9838,black
9839,black
9840,white
9841,white
9842,white
9843,white
9844,white
9845,white
9846,white
9847,white
9848,white
9849,white
9850,white
9851,white
9852,white
9853,white
9854,white
9855,white
9856,white
9857,white
9858,black
9859,white
9860,white
9861,white
9862,white
9863,white
9864,black
9865,draw
9866,black
9867,white
9868,white
9869,white
9870,black
9871,draw
9872,black
9873,draw
9874,black
9875,white
9876,black
9877,draw
9878,black
9879,draw
9880,black
9881,draw
9882,black
9883,draw
9884,black
9885,draw
9886,black
9887,black
9888,black
9889,draw
9890,black
9891,draw
9892,black
9893,black
9894,black
9895,black
9896,black
9897,black
9898,black
9899,black
9900,white
9901,white
9902,white
9903,white
9904,white
9905,white
9906,white
9907,white
9908,white
9909,white
9910,white
9911,white
9912,draw
9913,black
9914,white
9915,white
9916,white
9917,white
9918,white
9919,black
9920,draw
9921,black
9922,white
9923,white
9924,white
9925,black
9926,draw
9927,black
9928,draw
9929,black
9930,white
9931,black
9932,draw
9933,black
9934,draw
9935,black
9936,draw
9937,black
9938,draw
9939,black
9940,black
9941,black
9942,draw
9943,black
9944,draw
9945,black
9946,black
9947,black
9948,black
9949,black
9950,black
9951,black
9952,black
9953,black
9954,black
9955,black
9956,black
9957,black
9958,black
9959,black
9960,black
9961,white
9962,white
9963,white
9964,white
9965,white
9966,draw
9967,white
9968,white
9969,white
9970,white
9971,white
9972,black
9973,draw
9974,black
9975,white
9976,white
9977,white
9978,black
9979,draw
9980,black
9981,draw
9982,black
9983,white
9984,black
9985,draw
9986,black
9987,draw
9988,black
9989,draw
9990,black
9991,draw
9992,black
9993,draw
9994,black
9995,draw
9996,black
9997,draw
9998,black
9999,black
10000,black
10001,draw
10002,black
10003,draw
10004,black
10005,black
10006,black
10007,black
10008,black
10009,black
10010,black
10011,black
10012,black
10013,black
10014,black
10015,black
10016,black
10017,black
10018,black
10019,black
10020,draw
10021,black
10022,white
10023,white
10024,white
10025,white
10026,black
10027,draw
10028,white
10029,white
10030,white
10031,black
10032,draw
10033,black
10034,draw
10035,black
10036,white
10037,black
10038,draw
10039,black
10040,draw
10041,black
10042,draw
10043,black
10044,draw
10045,black
10046,draw
10047,black
10048,draw
10049,black
10050,draw
10051,black
10052,black
10053,black
10054,draw
10055,black
10056,draw
10057,black
10058,black
10059,black
10060,black
10061,black
10062,draw
10063,black
10064,black
10065,black
10066,black
10067,black
10068,black
10069,black
10070,black
10071,black
10072,black
10073,black
10074,black
10075,black
10076,black
10077,black
10078,black
10079,black
10080,black
10081,white
10082,white
10083,white
10084,white
10085,black
10086,draw
10087,black
10088,white
10089,white
10090,black
10091,draw
10092,black
10093,draw
10094,black
10095,draw
10096,black
10097,draw
10098,black
10099,draw
10100,black
10101,draw
10102,black
10103,draw
10104,black
10105,draw
10106,black
10107,draw
10108,black
10109,draw
10110,black
10111,draw
10112,black
10113,black
10114,black
10115,draw
10116,black
10117,draw
10118,black
10119,black
10120,black
10121,black
10122,black
10123,black
10124,black
10125,black
10126,black
10127,black
10128,black
10129,black
10130,black
10131,black
10132,black
10133,black
10134,black
10135,black
10136,black
10137,black
10138,black
10139,black
10140,white
10141,white
10142,white
10143,white
10144,black
10145,draw
10146,black
10147,white
10148,white
10149,white
10150,draw
10151,black
10152,draw
10153,black
10154,white
10155,black
10156,draw
10157,black
10158,draw
10159,black
10160,draw
10161,black
10162,draw
10163,black
10164,draw
10165,black
10166,black
10167,black
10168,draw
10169,black
10170,draw
10171,black
10172,draw
10173,black
10174,black
10175,black
10176,draw
10177,black
10178,draw
10179,black
10180,black
10181,black
10182,black
10183,black
10184,draw
10185,black
10186,black
10187,black
10188,black
10189,black
10190,black
10191,black
10192,black
10193,black
10194,black
10195,black
10196,black
10197,black
10198,black
10199,black
10200,white
10201,white
10202,white
10203,white
10204,white
10205,black
10206,white
10207,white
10208,white
10209,white
10210,white
10211,draw
10212,black
10213,white
10214,white
10215,white
10216,black
10217,draw
10218,black
10219,draw
10220,black
10221,white
10222,black
10223,draw
10224,black
10225,draw
10226,black
10227,draw
10228,black
10229,draw
10230,black
10231,draw
10232,black
10233,black
10234,black
10235,draw
10236,black
10237,draw
10238,black
10239,draw
10240,black
10241,black
10242,black
10243,draw
10244,black
10245,draw
10246,black
10247,black
10248,black
10249,black
10250,black
10251,black
10252,black
10253,black
10254,black
10255,black
10256,black
10257,black
10258,black
10259,black
10260,white
10261,white
10262,white
10263,white
10264,white
10265,white
10266,white
10267,white
10268,white
10269,white
10270,white
10271,white
10272,white
10273,white
10274,white
10275,white
10276,white
10277,black
10278,draw
10279,black
10280,white
10281,white
10282,white
10283,black
10284,draw
10285,black
10286,draw
10287,black
10288,white
10289,black
10290,draw
10291,black
10292,draw
10293,black
10294,draw
10295,black
10296,draw
10297,black
10298,draw
10299,black
10300,black
10301,black
10302,draw
10303,black
10304,draw
10305,black
10306,black
10307,black
10308,black
10309,black
10310,black
10311,black
10312,black
10313,black
10314,black
10315,black
10316,black
10317,black
10318,black
10319,black
10320,white
10321,white
10322,white
10323,white
10324,white
10325,white
10326,white
10327,white
10328,white
10329,white
10330,white
10331,white
10332,white
10333,white
10334,white
10335,white
10336,white
10337,white
10338,white
10339,draw
10340,black
10341,white
10342,white
10343,white
10344,white
10345,white
10346,black
10347,draw
10348,black
10349,white
10350,white
10351,white
10352,black
10353,black
10354,black
10355,draw
10356,black
10357,white
10358,black
10359,black
10360,black
10361,black
10362,black
10363,black
10364,black
10365,black
10366,black
10367,black
10368,black
10369,black
10370,black
10371,black
10372,black
10373,black
10374,black
10375,black
10376,black
10377,black
10378,black
10379,black
10380,white
10381,white
10382,white
10383,white
10384,white
10385,white
10386,black
10387,white
10388,white
10389,white
10390,white
10391,white
10392,white
10393,draw
10394,white
10395,white
10396,white
10397,white
10398,white
10399,black
10400,draw
10401,black
10402,white
10403,white
10404,white
10405,black
10406,draw
10407,black
10408,draw
10409,black
10410,white
10411,black
10412,black
10413,black
10414,draw
10415,black
10416,draw
10417,black
10418,black
10419,black
10420,black
10421,black
10422,black
10423,black
10424,black
10425,black
10426,black
10427,black
10428,black
10429,black
10430,black
10431,black
10432,black
10433,black
10434,black
10435,black
10436,black
10437,black
10438,black
10439,black
10440,black
10441,white
10442,white
10443,white
10444,white
10445,white
10446,draw
10447,black
10448,white
10449,white
10450,white
10451,white
10452,white
10453,black
10454,draw
10455,white
10456,white
10457,white
10458,black
10459,black
10460,black
10461,draw
10462,black
10463,white
10464,black
10465,black
10466,black
10467,draw
10468,black
10469,draw
10470,black
10471,black
10472,black
10473,black
10474,black
10475,draw
10476,black
10477,black
10478,black
10479,black
10480,black
10481,black
10482,black
10483,black
10484,black
10485,black
10486,black
10487,black
10488,black
10489,black
10490,black
10491,black
10492,black
10493,black
10494,black
10495,black
10496,black
10497,black
10498,black
10499,black
10500,white
10501,white
10502,white
10503,white
10504,white
10505,white
10506,black
10507,white
10508,white
10509,white
10510,white
10511,white
10512,black
10513,draw
10514,black
10515,white
10516,white
10517,black
10518,draw
10519,black
10520,draw
10521,black
10522,draw
10523,black
10524,draw
10525,black
10526,black
10527,black
10528,draw
10529,black
10530,draw
10531,black
10532,black
10533,black
10534,black
10535,black
10536,black
10537,black
10538,black
10539,black
10540,black
10541,black
10542,black
10543,black
10544,black
10545,black
10546,black
10547,black
10548,black
10549,black
10550,black
10551,black
10552,black
10553,black
10554,black
10555,black
10556,black
10557,black
10558,black
10559,black
10560,white
10561,white
10562,white
10563,white
10564,white
10565,black
10566,white
10567,white
10568,white
10569,white
10570,white
10571,black
10572,draw
10573,black
10574,white
10575,white
10576,white
10577,draw
10578,black
10579,black
10580,black
10581,white
10582,black
10583,draw
10584,black
10585,black
10586,black
10587,black
10588,black
10589,draw
10590,black
10591,draw
10592,black
10593,black
10594,black
10595,black
10596,black
10597,draw
10598,black
10599,black
10600,black
10601,black
10602,black
10603,black
10604,black
10605,black
10606,black
10607,black
10608,black
10609,black
10610,black
10611,black
10612,black
10613,black
10614,black
10615,black
10616,black
10617,black
10618,black
10619,black
10620,white
10621,white
10622,white
10623,white
10624,white
10625,white
10626,white
10627,white
10628,white
10629,white
10630,white
10631,white
10632,black
10633,white
10634,white
10635,white
10636,white
10637,white
10638,draw
10639,black
10640,white
10641,white
10642,white
10643,black
10644,draw
10645,black
10646,black
10647,black
10648,white
10649,black
10650,draw
10651,black
10652,draw
10653,black
10654,black
10655,black
10656,draw
10657,black
10658,draw
10659,black
10660,black
10661,black
10662,black
10663,black
10664,black
10665,black
10666,black
10667,black
10668,black
10669,black
10670,black
10671,black
10672,black
10673,black
10674,black
10675,black
10676,black
10677,black
10678,black
10679,black
10680,white
10681,white
10682,white
10683,white
10684,white
10685,white
10686,white
10687,white
10688,white
10689,white
10690,white
10691,white
10692,white
10693,white
10694,white
10695,white
10696,white
10697,white
10698,white
10699,white
10700,white
10701,white
10702,white
10703,white
10704,black
10705,draw
10706,black
10707,white
10708,white
10709,white
10710,black
10711,draw
10712,black
10713,black
10714,black
10715,white
10716,black
10717,draw
10718,black
10719,black
10720,black
10721,black
10722,black
10723,black
10724,black
10725,black
10726,black
10727,black
10728,black
10729,black
10730,black
10731,black
10732,black
10733,black
10734,black
10735,black
10736,black
10737,black
10738,black
10739,black
10740,white
10741,white
10742,white
10743,white
10744,white
10745,white
10746,white
10747,white
10748,white
10749,white
10750,white
10751,white
10752,white
10753,white
10754,white
10755,white
10756,white
10757,white
10758,white
10759,white
10760,white
10761,white
10762,white
10763,white
10764,white
10765,black
10766,black
10767,black
10768,white
10769,black
10770,white
10771,black
10772,black
10773,black
10774,black
10775,black
10776,black
10777,black
10778,black
10779,black
10780,black
10781,black
10782,black
10783,black
10784,black
10785,black
10786,black
10787,black
10788,black
10789,black
10790,black
10791,black
10792,black
10793,black
10794,black
10795,black
10796,black
10797,black
10798,black
10799,black
10800,white
10801,white
10802,white
10803,white
10804,white
10805,white
10806,white
10807,white
10808,white
10809,white
10810,white
10811,white
10812,white
10813,black
10814,white
10815,white
10816,white
10817,white
10818,white
10819,black
10820,black
10821,black
10822,white
10823,white
10824,black
10825,black
10826,black
10827,black
10828,black
10829,black
10830,black
10831,black
10832,black
10833,black
10834,black
10835,black
10836,black
10837,black
10838,black
10839,black
10840,black
10841,black
10842,black
10843,black
10844,black
10845,black
10846,black
10847,black
10848,black
10849,black
10850,black
10851,black
10852,black
10853,black
10854,black
10855,black
10856,black
10857,black
10858,black
10859,black
10860,white
10861,white
10862,white
10863,white
10864,white
10865,white
10866,white
10867,white
10868,white
10869,white
10870,white
10871,white
10872,white
10873,white
10874,white
10875,white
10876,white
10877,white
10878,white
10879,white
10880,black
10881,white
10882,white
10883,white
10884,white
10885,white
10886,black
10887,black
10888,white
10889,black
10890,white
10891,black
10892,black
10893,black
10894,black
10895,black
10896,black
10897,black
10898,black
10899,black
10900,black
10901,black
10902,black
10903,black
10904,black
10905,black
10906,black
10907,black
10908,black
10909,black
10910,black
10911,black
10912,black
10913,black
10914,black
10915,black
10916,black
10917,black
10918,black
10919,black
10920,white
10921,white
10922,white
10923,white
10924,white
10925,white
10926,white
10927,white
10928,white
10929,white
10930,white
10931,white
10932,white
10933,white
10934,white
10935,white
10936,white
10937,white
10938,white
10939,white
10940,black
10941,white
10942,white
10943,white
10944,white
10945,white
10946,black
10947,black
10948,white
10949,white
10950,white
10951,black
10952,black
10953,black
10954,black
10955,black
10956,black
10957,black
10958,black
10959,black
10960,black
10961,black
10962,black
10963,black
10964,black
10965,black
10966,black
10967,black
10968,black
10969,black
10970,black
10971,black
10972,black
10973,black
10974,black
10975,black
10976,black
10977,black
10978,black
10979,black
10980,white
10981,white
10982,white
10983,white
10984,white
10985,white
10986,white
10987,white
10988,white
10989,white
10990,white
10991,white
10992,white
10993,black
10994,white
10995,white
10996,white
10997,white
10998,white
10999,black
11000,black
11001,black
11002,white
11003,white
11004,white
11005,black
11006,black
11007,black
11008,black
11009,black
11010,black
11011,black
11012,black
11013,black
11014,black
11015,black
11016,black
11017,black
11018,black
11019,black
11020,black
11021,black
11022,black
11023,black
11024,black
11025,black
11026,black
11027,black
11028,black
11029,black
11030,black
11031,black
11032,black
11033,black
11034,black
11035,black
11036,black
11037,black
11038,black
11039,black
11040,white
11041,white
11042,white
11043,white
11044,white
11045,white
11046,white
11047,white
11048,white
11049,white
11050,white
11051,white
11052,white
11053,white
11054,white
11055,white
11056,white
11057,white
11058,white
11059,white
11060,black
11061,white
11062,white
11063,white
11064,white
11065,white
11066,black
11067,black
11068,black
11069,white
11070,white
11071,white
11072,black
11073,black
11074,black
11075,black
11076,black
11077,black
11078,black
11079,black
11080,black
11081,black
11082,black
11083,black
11084,black
11085,black
11086,black
11087,black
11088,black
11089,black
11090,black
11091,black
11092,black
11093,black
11094,black
11095,black
11096,black
11097,black
11098,black
11099,black
11100,white
11101,white
11102,white
11103,white
11104,white
11105,white
11106,white
11107,white
11108,white
11109,white
11110,white
11111,white
11112,white
11113,black
11114,white
11115,white
11116,white
11117,white
11118,white
11119,black
11120,black
11121,black
11122,white
11123,white
11124,white
11125,black
11126,black
11127,black
11128,black
11129,black
11130,white
11131,black
11132,black
11133,black
11134,black
11135,black
11136,black
11137,black
11138,black
11139,black
11140,black
11141,black
11142,black
11143,black
11144,black
11145,black
11146,black
11147,black
11148,black
11149,black
11150,black
11151,black
11152,black
11153,black
11154,black
11155,black
11156,black
11157,black
11158,black
11159,black
11160,white
11161,white
11162,white
11163,white
11164,white
11165,white
11166,black
11167,white
11168,white
11169,white
11170,white
11171,white
11172,black
11173,black
11174,black
11175,white
11176,white
11177,white
11178,black
11179,black
11180,black
11181,black
11182,black
11183,white
11184,black
11185,black
11186,black
11187,black
11188,black
11189,black
11190,black
11191,black
11192,black
11193,black
11194,black
11195,black
11196,black
11197,black
11198,black
11199,black
11200,black
11201,black
11202,black
11203,black
11204,black
11205,black
11206,black
11207,black
11208,black
11209,black
11210,black
11211,black
11212,black
11213,black
11214,black
11215,black
11216,black
11217,black
11218,black
11219,black
11220,white
11221,white
11222,white
11223,white
11224,white
11225,white
11226,white
11227,white
11228,white
11229,white
11230,white
11231,white
11232,white
11233,black
11234,white
11235,white
11236,white
11237,white
11238,white
11239,black
11240,black
11241,black
11242,white
11243,white
11244,white
11245,black
11246,black
11247,black
11248,black
11249,black
11250,white
11251,black
11252,black
11253,black
11254,black
11255,black
11256,black
11257,black
11258,black
11259,black
11260,black
11261,black
11262,black
11263,black
11264,black
11265,black
11266,black
11267,black
11268,black
11269,black
11270,black
11271,black
11272,black
11273,black
11274,black
11275,black
11276,black
11277,black
11278,black
11279,black
11280,white
11281,white
11282,white
11283,white
11284,white
11285,white
11286,white
11287,white
11288,white
11289,white
11290,white
11291,white
11292,white
11293,white
11294,white
11295,white
11296,white
11297,white
11298,white
11299,white
11300,black
11301,white
11302,white
11303,white
11304,white
11305,white
11306,black
11307,black
11308,black
11309,white
11310,white
11311,white
11312,black
11313,black
11314,black
11315,black
11316,black
11317,white
11318,black
11319,black
11320,black
11321,black
11322,black
11323,black
11324,black
11325,black
11326,black
11327,black
11328,black
11329,black
11330,black
11331,black
11332,black
11333,black
11334,black
11335,black
11336,black
11337,black
11338,black
11339,black
11340,white
11341,white
11342,white
11343,white
11344,white
11345,white
11346,white
11347,white
11348,white
11349,white
11350,white
11351,white
11352,white
11353,black
11354,white
11355,white
11356,white
11357,white
11358,white
11359,black
11360,black
11361,black
11362,white
11363,white
11364,white
11365,black
11366,black
11367,black
11368,black
11369,black
11370,white
11371,black
11372,black
11373,black
11374,black
11375,black
11376,black
11377,black
11378,black
11379,black
11380,black
11381,black
11382,black
11383,black
11384,black
11385,black
11386,black
11387,black
11388,black
11389,black
11390,black
11391,black
11392,black
11393,black
11394,black
11395,black
11396,black
11397,black
11398,black
11399,black
11400,white
11401,white
11402,white
11403,white
11404,white
11405,white
11406,black
11407,white
11408,white
11409,white
11410,white
11411,white
11412,black
11413,black
11414,black
11415,white
11416,white
11417,white
11418,black
11419,black
11420,black
11421,black
11422,black
11423,white
11424,black
11425,black
11426,black
11427,black
11428,black
11429,black
11430,black
11431,black
11432,black
11433,black
11434,black
11435,black
11436,black
11437,black
11438,black
11439,black
11440,black
11441,black
11442,black
11443,black
11444,black
11445,black
11446,black
11447,black
11448,black
11449,black
11450,black
11451,black
11452,black
11453,black
11454,black
11455,black
11456,black
11457,black
11458,black
11459,black
11460,black
11461,white
11462,white
11463,white
11464,white
11465,black
11466,black
11467,black
11468,white
11469,white
11470,white
11471,black
11472,black
11473,black
11474,black
11475,black
11476,white
11477,black
11478,black
11479,black
11480,black
11481,black
11482,black
11483,black
11484,black
11485,black
11486,black
11487,black
11488,black
11489,black
11490,black
11491,black
11492,black
11493,black
11494,black
11495,black
11496,black
11497,black
11498,black
11499,black
11500,black
11501,black
11502,black
11503,black
11504,black
11505,black
11506,black
11507,black
11508,black
11509,black
11510,black
11511,black
11512,black
11513,black
11514,black
11515,black
11516,black
11517,black
11518,black
11519,black
11520,white
11521,white
11522,white
11523,white
11524,white
11525,white
11526,black
11527,white
11528,white
11529,white
11530,white
11531,white
11532,black
11533,black
11534,black
11535,white
11536,white
11537,white
11538,black
11539,black
11540,black
11541,black
11542,black
11543,white
11544,black
11545,black
11546,black
11547,black
11548,black
11549,black
11550,black
11551,black
11552,black
11553,black
11554,black
11555,black
11556,black
11557,black
11558,black
11559,black
11560,black
11561,black
11562,black
11563,black
11564,black
11565,black
11566,black
11567,black
11568,black
11569,black
11570,black
11571,black
11572,black
11573,black
11574,black
11575,black
11576,black
11577,black
11578,black
11579,black
11580,white
11581,white
11582,white
11583,white
11584,white
11585,white
11586,white
11587,white
11588,white
11589,white
11590,white
11591,white
11592,white
11593,black
11594,white
11595,white
11596,white
11597,white
11598,white
11599,black
11600,black
11601,black
11602,white
11603,white
11604,white
11605,black
11606,black
11607,black
11608,black
11609,black
11610,white
11611,black
11612,black
11613,black
11614,black
11615,black
11616,black
11617,black
11618,black
11619,black
11620,black
11621,black
11622,black
11623,black
11624,black
11625,black
11626,black
11627,black
11628,black
11629,black
11630,black
11631,black
11632,black
11633,black
11634,black
11635,black
11636,black
11637,black
11638,black
11639,black
11640,white
11641,white
11642,white
11643,white
11644,white
11645,white
11646,white
11647,white
11648,white
11649,white
11650,white
11651,white
11652,white
11653,white
11654,white
11655,white
11656,white
11657,white
11658,white
11659,white
11660,black
11661,white
11662,white
11663,white
11664,white
11665,white
11666,black
11667,black
11668,black
11669,white
11670,white
11671,white
11672,black
11673,black
11674,black
11675,black
11676,black
11677,white
11678,black
11679,black
11680,black
11681,black
11682,black
11683,black
11684,black
11685,black
11686,black
11687,black
11688,black
11689,black
11690,black
11691,black
11692,black
11693,black
11694,black
11695,black
11696,black
11697,black
11698,black
11699,black
11700,white
11701,white
11702,white
11703,white
11704,white
11705,white
11706,white
11707,white
11708,white
11709,white
11710,white
11711,white
11712,white
11713,black
11714,white
11715,white
11716,white
11717,white
11718,white
11719,black
11720,black
11721,black
11722,white
11723,white
11724,white
11725,black
11726,black
11727,black
11728,black
11729,black
11730,white
11731,black
11732,black
11733,black
11734,black
11735,black
11736,black
11737,black
11738,black
11739,black
11740,black
11741,black
11742,black
11743,black
11744,black
11745,black
11746,black
11747,black
11748,black
11749,black
11750,black
11751,black
11752,black
11753,black
11754,black
11755,black
11756,black
11757,black
11758,black
11759,black
11760,white
11761,white
11762,white
11763,white
11764,white
11765,white
11766,black
11767,white
11768,white
11769,white
11770,white
11771,white
11772,black
11773,black
11774,black
11775,white
11776,white
11777,white
11778,black
11779,black
11780,black
11781,black
11782,black
11783,white
11784,black
11785,black
11786,black
11787,black
11788,black
11789,black
11790,black
11791,black
11792,black
11793,black
11794,black
11795,black
11796,black
11797,black
11798,black
11799,black
11800,black
11801,black
11802,black
11803,black
11804,black
11805,black
11806,black
11807,black
11808,black
11809,black
11810,black
11811,black
11812,black
11813,black
11814,black
11815,black
11816,black
11817,black
11818,black
11819,black
11820,black
11821,white
11822,white
11823,white
11824,white
11825,black
11826,black
11827,black
11828,white
11829,white
11830,white
11831,black
11832,black
11833,black
11834,black
11835,black
11836,white
11837,black
11838,black
11839,black
11840,black
11841,black
11842,black
11843,black
11844,black
11845,black
11846,black
11847,black
11848,black
11849,black
11850,black
11851,black
11852,black
11853,black
11854,black
11855,black
11856,black
11857,black
11858,black
11859,black
11860,black
11861,black
11862,black
11863,black
11864,black
11865,black
11866,black
11867,black
11868,black
11869,black
11870,black
11871,black
11872,black
11873,black
11874,black
11875,black
11876,black
11877,black
11878,black
11879,black
11880,black
11881,black
11882,white
11883,white
11884,black
11885,black
11886,black
11887,black
11888,black
11889,white
11890,black
11891,black
11892,black
11893,black
11894,black
